"","pmid","variable_name","variable","value","annotators","var_freq","precision"
"219","36265125","KIDNEY DISEASE","CONSTRUCT","IMPAIRED KIDNEY FUNCTION LEADING TO LOSS OF EXCRETORY AND REGULATORY FUNCTIONS",10,1,0.1
"220","36265125","HYPERTENSION","CONSTRUCT","ELEVATED BLOOD PRESSURE LEADING TO INCREASED CARDIOVASCULAR RISK",10,1,0.1
"221","36265125","PSYCHOTIC DISORDERS","CONSTRUCT","SEVERE MENTAL ILLNESSES AFFECTING PERCEPTION, THINKING, AND BEHAVIOR",10,1,0.1
"222","37448423","AGE","CONSTRUCT","CHRONOLOGICAL MEASURE OF TIME SINCE BIRTH",10,10,1
"223","37448423","GENDER","CONSTRUCT","BIOLOGICAL SEX OF THE INDIVIDUAL",10,10,1
"224","37448423","ETHNICITY","CONSTRUCT","SELF-IDENTIFIED GROUP BASED ON SHARED CULTURAL TRAITS OR NATIONAL ORIGIN",10,9,0.9
"225","37448423","HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE",10,10,1
"226","37448423","DIABETES MELLITUS","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR LEVELS",10,5,0.5
"227","37448423","OBESITY","CONSTRUCT","EXCESS BODY FAT THAT PRESENTS A RISK TO HEALTH",10,4,0.4
"228","35102219","HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE",10,6,0.6
"229","35102219","DIABETES MELLITUS","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR LEVELS",10,5,0.5
"230","35102219","AGE","CONSTRUCT","CHRONOLOGICAL MEASURE OF TIME SINCE BIRTH",10,8,0.8
"231","35102219","GENDER","CONSTRUCT","BIOLOGICAL SEX OF THE INDIVIDUAL",10,5,0.5
"232","35102219","EDUCATION","CONSTRUCT","LEVEL OF FORMAL EDUCATION COMPLETED",10,2,0.2
"233","35102219","ALCOHOLISM","CONSTRUCT","ADDICTION TO THE CONSUMPTION OF ALCOHOLIC BEVERAGES",10,4,0.4
"234","35102219","OBESITY","CONSTRUCT","EXCESS BODY FAT THAT PRESENTS A RISK TO HEALTH",10,5,0.5
"235","35102219","ETHNICITY","CONSTRUCT","SELF-IDENTIFIED GROUP BASED ON SHARED CULTURAL TRAITS OR NATIONAL ORIGIN",10,3,0.3
"236","35102219","VITAMIN D DEFICIENCY","CONSTRUCT","DEFICIENCY IN VITAMIN D LEVELS",10,2,0.2
"237","35102219","RISK OF HEART FAILURE","CONSTRUCT","LIKELIHOOD OF DEVELOPING HEART FAILURE",10,3,0.3
"238","33839636","ACUTE CONFUSIONAL SYNDROME","CONSTRUCT",NA,10,2,0.2
"239","33839636","NEUROLOGICAL PATHOLOGY","CONSTRUCT",NA,10,5,0.5
"240","33839636","RHEUMATOLOGIC DISEASES","CONSTRUCT",NA,10,5,0.5
"241","33839636","GENERAL CONDITION DETERIORATION","CONSTRUCT",NA,10,1,0.1
"242","33839636","DYSPNEA","CONSTRUCT",NA,10,1,0.1
"243","33839636","DECREASED LEVEL OF CONSCIOUSNESS","CONSTRUCT",NA,10,1,0.1
"244","33839636","FEVER","CONSTRUCT",NA,10,1,0.1
"245","33839636","POLYPHARMACY","CONSTRUCT",NA,10,5,0.5
"246","33839636","DIURETICS USE","CONSTRUCT",NA,10,1,0.1
"247","33126696","DEPRESSION","CONSTRUCT","MENTAL HEALTH CONDITION CHARACTERIZED BY PERSISTENT FEELINGS OF SADNESS AND LOSS OF INTEREST",10,3,0.3
"248","33126696","DYSLIPIDEMIA","CONSTRUCT","ABNORMAL LEVELS OF LIPIDS IN THE BLOOD, INCLUDING CHOLESTEROL AND TRIGLYCERIDES",10,2,0.2
"249","36092174","BMI","CONSTRUCT","BODY MASS INDEX CALCULATED AS WEIGHT IN KILOGRAMS DIVIDED BY THE SQUARE OF HEIGHT IN METERS",10,1,0.1
"250","36092174","COMORBIDITIES","CONSTRUCT","PRESENCE OF ADDITIONAL MEDICAL CONDITIONS ALONG WITH THE PRIMARY CONDITION",10,1,0.1
"251","36092174","TRAUMA MECHANISM","CONSTRUCT","PRIMARY CAUSE OR EVENT LEADING TO INJURY OR FRACTURE",10,1,0.1
"252","36092174","ANATOMICAL LOCATION","CONSTRUCT","SPECIFIC SITE ON THE BODY WHERE THE FRACTURE OCCURRED",10,1,0.1
"253","36092174","TREATMENT","CONSTRUCT","MANAGEMENT APPROACHES IMPLEMENTED POST-FRACTURE",10,1,0.1
"254","36092174","NUTRITIONAL STATUS","CONSTRUCT","OVERALL EVALUATION OF AN INDIVIDUAL'S NUTRITIONAL HEALTH",10,1,0.1
"255","33798213",NA,"CONSTRUCT",NA,10,1,0.1
"256","31444142","BLOOD PRESSURE","CONSTRUCT",NA,10,4,0.4
"257","31444142","WHITE MATTER HYPERINTENSITY VOLUME","CONSTRUCT",NA,10,3,0.3
"258","31444142","AMYLOID","CONSTRUCT",NA,10,1,0.1
"259","31444142","WHOLE-BRAIN VOLUME","CONSTRUCT",NA,10,5,0.5
"260","31444142","HIPPOCAMPAL VOLUME","CONSTRUCT",NA,10,5,0.5
"261","31444142","COGNITIVE SCORE","CONSTRUCT",NA,10,1,0.1
"262","31444142","GENOTYPING","CONSTRUCT",NA,10,2,0.2
"263","31444142","SOCIOECONOMIC POSITION","CONSTRUCT",NA,10,1,0.1
"264","31444142","SMOKING STATUS","CONSTRUCT",NA,10,2,0.2
"265","31444142","HYPERCHOLESTEROLEMIA","CONSTRUCT",NA,10,1,0.1
"266","31444142","DIABETES","CONSTRUCT",NA,10,3,0.3
"267","31444142","BODY MASS INDEX","CONSTRUCT",NA,10,3,0.3
"268","31444142","ANTIHYPERTENSIVE MEDICATION USE","CONSTRUCT",NA,10,2,0.2
"269","31444142","CHILDHOOD COGNITION SCORE","CONSTRUCT",NA,10,1,0.1
"270","31444142","SEX","CONSTRUCT",NA,10,1,0.1
"271","31444142","APOE Ε4 CARRIER","CONSTRUCT",NA,10,1,0.1
"272","31444142","PULSE PRESSURE","CONSTRUCT",NA,10,1,0.1
"273","31444142","AGE","CONSTRUCT",NA,10,4,0.4
"274","33067992","METABOLIC SYNDROME","CONSTRUCT","CLUSTER OF CARDIOVASCULAR RISK FACTORS INCLUDING ABDOMINAL OBESITY, HYPERTENSION, HIGH TRIGLYCERIDES, LOW HDL CHOLESTEROL, AND HYPERGLYCEMIA",10,1,0.1
"275","33067992","CERAD-NB TOTAL SCORE","CONSTRUCT","TOTAL COGNITIVE PERFORMANCE SCORE MEASURED BY CONSORTIUM TO ESTABLISH A REGISTRY FOR ALZHEIMER'S DISEASE NEUROPSYCHOLOGICAL BATTERY",10,1,0.1
"276","33067992","MSSS","CONSTRUCT","METABOLIC SYNDROME SEVERITY SCORE REFLECTING THE SEVERITY OF METABOLIC SYNDROME",10,1,0.1
"277","33067992","HYPERTENSION","CONSTRUCT","CONDITION OF ELEVATED BLOOD PRESSURE",10,1,0.1
"278","33067992","HIGH TRIGLYCERIDES","CONSTRUCT","ELEVATED LEVELS OF TRIGLYCERIDES IN THE BLOOD",10,1,0.1
"279","33067992","LOW HDL CHOLESTEROL","CONSTRUCT","DECREASED LEVELS OF HIGH-DENSITY LIPOPROTEIN CHOLESTEROL",10,1,0.1
"280","33067992","HIGH GLUCOSE","CONSTRUCT","ELEVATED BLOOD GLUCOSE LEVELS",10,1,0.1
"281","33067992","ABDOMINAL OBESITY","CONSTRUCT","EXCESSIVE FAT ACCUMULATION AROUND THE ABDOMEN",10,1,0.1
"282","33067992","WORD LIST RECALL","CONSTRUCT","ABILITY TO RECALL WORDS FROM A LIST",10,1,0.1
"283","33767305",NA,"CONSTRUCT",NA,10,1,0.1
"284","36389342","PACE DOMAIN","CONSTRUCT","DOMAIN REPRESENTING GAIT SPEED, STRIDE LENGTH, AND DOUBLE SUPPORT TIME",10,2,0.2
"285","36389342","RHYTHM DOMAIN","CONSTRUCT","DOMAIN REPRESENTING SWING TIME, STANCE TIME, AND CADENCE",10,2,0.2
"286","36389342","GMV PATTERN ASSOCIATED WITH PACE","CONSTRUCT","PATTERN OF GRAY MATTER VOLUME ASSOCIATED WITH PACE IN GAIT",10,1,0.1
"287","36389342","GMV PATTERN ASSOCIATED WITH RHYTHM","CONSTRUCT","PATTERN OF GRAY MATTER VOLUME ASSOCIATED WITH RHYTHM IN GAIT",10,1,0.1
"288","36389342","VASCULAR DISEASE","CONSTRUCT","MEDICAL CONDITIONS RELATED TO BLOOD VESSELS",10,1,0.1
"289","30368247","BLOOD PRESSURE","CONSTRUCT",NA,10,1,0.1
"290","30368247","GLUCOSE","CONSTRUCT",NA,10,1,0.1
"291","30368247","CHOLESTEROL","CONSTRUCT",NA,10,1,0.1
"292","30368247","BODY MASS INDEX","CONSTRUCT",NA,10,1,0.1
"293","30368247","DEMENTIA","CONSTRUCT",NA,10,1,0.1
"294","30368247","HYPERTENSION","CONSTRUCT",NA,10,1,0.1
"295","30368247","DIABETES MELLITUS","CONSTRUCT",NA,10,1,0.1
"296","30368247","ALCOHOLISM","CONSTRUCT",NA,10,1,0.1
"297","30368247","OBESITY","CONSTRUCT",NA,10,1,0.1
"298","30368247","ETHNICITY","CONSTRUCT",NA,10,1,0.1
"299","33655975","BODY MASS INDEX","CONSTRUCT","MEASURE OF BODY WEIGHT RELATIVE TO HEIGHT",10,2,0.2
"300","33655975","TOTAL FAT MASS","CONSTRUCT","TOTAL AMOUNT OF FAT IN THE BODY",10,3,0.3
"301","33655975","TRUNK FAT MASS","CONSTRUCT","AMOUNT OF FAT SPECIFICALLY IN THE TRUNK AREA OF THE BODY",10,1,0.1
"302","33655975","FAT-FREE MASS","CONSTRUCT","BODY WEIGHT EXCLUDING FAT MASS",10,2,0.2
"303","33655975","FAT MASS INDEX","CONSTRUCT","INDEX REPRESENTING FAT MASS RELATIVE TO HEIGHT",10,1,0.1
"304","33655975","TRUNK FAT MASS INDEX","CONSTRUCT","INDEX REPRESENTING FAT MASS IN THE TRUNK AREA RELATIVE TO HEIGHT",10,2,0.2
"305","33655975","FAT-FREE MASS INDEX","CONSTRUCT","INDEX REPRESENTING FAT-FREE MASS RELATIVE TO HEIGHT",10,1,0.1
"306","37830725","AGE","CONSTRUCT","CHRONOLOGICAL MEASURE OF TIME SINCE BIRTH",10,2,0.2
"307","37830725","GENDER","CONSTRUCT","BIOLOGICAL SEX OF THE INDIVIDUAL",10,2,0.2
"308","37830725","ETHNICITY","CONSTRUCT","SELF-IDENTIFIED GROUP BASED ON SHARED CULTURAL TRAITS OR NATIONAL ORIGIN",10,1,0.1
"309","37830725","OBESITY","CONSTRUCT","EXCESS BODY FAT THAT PRESENTS A RISK TO HEALTH",10,2,0.2
"310","37830725","HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE",10,4,0.4
"311","37830725","DIABETES MELLITUS","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR LEVELS",10,2,0.2
"312","37830725","VITAMIN D LEVELS","CONSTRUCT","LEVELS OF VITAMIN D IN THE BODY",10,1,0.1
"313","37830725","ALCOHOL USE DISORDER","CONSTRUCT","ADDICTION TO THE CONSUMPTION OF ALCOHOLIC BEVERAGES",10,1,0.1
"314","37830725","RISK OF HEART FAILURE","CONSTRUCT","LIKELIHOOD OF DEVELOPING HEART FAILURE",10,1,0.1
"315","37698858","BASELINE SYSTOLIC BLOOD PRESSURE","CONSTRUCT","HIGHER VALUE OF BLOOD PRESSURE WHEN THE HEART BEATS",10,1,0.1
"316","37698858","BASELINE DIASTOLIC BLOOD PRESSURE","CONSTRUCT","LOWER VALUE OF BLOOD PRESSURE WHEN THE HEART RELAXES",10,1,0.1
"317","37698858","ALL-CAUSE DEMENTIA","CONSTRUCT","GENERAL TERM FOR COGNITIVE DECLINE AND MEMORY LOSS",10,1,0.1
"318","38229871","DEMENTIA","CONSTRUCT","NEUROLOGICAL CONDITION CHARACTERIZED BY COGNITIVE DECLINE",10,1,0.1
"319","38229871","HEART FAILURE","CONSTRUCT","CARDIAC CONDITION WITH THE HEART'S INABILITY TO PUMP BLOOD EFFECTIVELY",10,1,0.1
"320","38229871","KIDNEY DISEASE","CONSTRUCT","IMPAIRMENT OF KIDNEY FUNCTION OR STRUCTURE",10,1,0.1
"321","38229871","CANCER","CONSTRUCT","UNCONTROLLED GROWTH OF ABNORMAL CELLS IN THE BODY",10,1,0.1
"322","38229871","ARTERIAL HYPERTENSION","CONSTRUCT","CONSISTENTLY ELEVATED BLOOD PRESSURE IN THE ARTERIES",10,1,0.1
"323","38229871","ISCHEMIC HEART DISEASE","CONSTRUCT","CONDITION CAUSED BY REDUCED BLOOD FLOW TO THE HEART MUSCLE",10,1,0.1
"324","38229871","CEREBROVASCULAR DISEASE","CONSTRUCT","DISORDERS AFFECTING BLOOD VESSELS IN THE BRAIN",10,3,0.3
"325","38229871","PERIPHERAL VASCULAR DISEASE","CONSTRUCT","NARROWING OR BLOCKAGE OF BLOOD VESSELS OUTSIDE OF THE HEART AND BRAIN",10,1,0.1
"326","38229871","LEUKEMIA","CONSTRUCT","CANCER OF BLOOD-FORMING TISSUES",10,3,0.3
"327","31617930","BODY MASS INDEX","CONSTRUCT",NA,10,7,0.7
"328","31617930","CARDIOVASCULAR DISEASE","CONSTRUCT",NA,10,2,0.2
"329","31617930","HYPERCHOLESTEROLEMIA","CONSTRUCT",NA,10,7,0.7
"330","31617930","DIABETES","CONSTRUCT",NA,10,7,0.7
"331","31617930","DEPRESSION","CONSTRUCT",NA,10,3,0.3
"332","31617930","TRAUMATIC BRAIN INJURY","CONSTRUCT",NA,10,7,0.7
"333","31617930","TOBACCO USE","CONSTRUCT",NA,10,7,0.7
"334","31617930","ALCOHOL USE","CONSTRUCT",NA,10,3,0.3
"335","31617930","ALZHEIMER DISEASE AGE AT SYMPTOMATIC ONSET","CONSTRUCT",NA,10,1,0.1
"336","31617930","APOE Ε4 ALLELE STATUS","CONSTRUCT",NA,10,5,0.5
"337","31617930","EARLY-ONSET DEMENTIA","CONSTRUCT",NA,10,1,0.1
"338","31617930","AD POLYGENIC RISK SCORES","CONSTRUCT",NA,10,5,0.5
"339","29574441","BODY MASS INDEX","CONSTRUCT","MEASURE OF BODY FAT BASED ON HEIGHT AND WEIGHT",10,1,0.1
"340","29574441","APOEE4 STATUS","CONSTRUCT","PRESENCE OF Ε4 ALLELE OF APOLIPOPROTEIN E GENE",10,1,0.1
"341","29574441","HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY PERSISTENTLY HIGH BLOOD PRESSURE",10,1,0.1
"342","29574441","DIET","CONSTRUCT","PATTERN OF FOOD CONSUMPTION",10,1,0.1
"343","29574441","PHYSICAL ACTIVITY","CONSTRUCT","LEVEL OF ENGAGEMENT IN PHYSICAL ACTIVITIES",10,1,0.1
"344","29574441","INTELLECTUAL ENRICHMENT","CONSTRUCT","ENGAGEMENT IN INTELLECTUALLY STIMULATING ACTIVITIES",10,1,0.1
"345","29574441","INSULIN SENSITIVITY","CONSTRUCT","MEASURE OF HOW SENSITIVE BODY TISSUES ARE TO INSULIN",10,1,0.1
"346","29574441","MRI-BASED BRAIN ATROPHY","CONSTRUCT","REDUCTION IN BRAIN TISSUE VOLUME SHOWN ON MRI IMAGES",10,1,0.1
"347","29574441","MEMORY","CONSTRUCT","COGNITIVE FUNCTION RELATED TO RECALLING PAST EXPERIENCES",10,1,0.1
"348","29574441","EXECUTIVE FUNCTION","CONSTRUCT","COGNITIVE ABILITY RELATED TO PLANNING, REASONING, AND PROBLEM-SOLVING",10,1,0.1
"349","37203319","GENDER","CONSTRUCT","BIOLOGICAL SEX OF THE INDIVIDUAL",10,1,0.1
"350","37203319","ARTERIAL HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE IN THE ARTERIES",10,3,0.3
"351","37203319","CHRONIC RENAL FAILURE","CONSTRUCT","PROGRESSIVE AND IRREVERSIBLE LOSS OF KIDNEY FUNCTION OVER TIME",10,1,0.1
"352","37203319","DEMENTIA","CONSTRUCT","NEUROLOGICAL CONDITION AFFECTING MEMORY, THINKING, AND SOCIAL ABILITIES",10,1,0.1
"353","37203319","CHRONIC OBSTRUCTIVE PULMONARY DISEASE","CONSTRUCT","PROGRESSIVE LUNG DISEASE THAT CAUSES BREATHING DIFFICULTIES",10,1,0.1
"354","37203319","HEART FAILURE","CONSTRUCT","INABILITY OF THE HEART TO PUMP BLOOD EFFECTIVELY",10,1,0.1
"355","37203319","PRIOR STROKE","CONSTRUCT","PREVIOUS CEREBROVASCULAR ACCIDENT AFFECTING BRAIN FUNCTION",10,1,0.1
"356","37203319","CHARLSON INDEX","CONSTRUCT","COMORBIDITY INDEX ASSESSING THE BURDEN OF DISEASE",10,1,0.1
"357","37203319","GLUCOCORTICOID TREATMENT","CONSTRUCT","ADMINISTRATION OF GLUCOCORTICOID MEDICATION FOR THERAPEUTIC PURPOSES",10,1,0.1
"358","37203319","COVID-19 EPIDEMIOLOGICAL WAVES","CONSTRUCT","DIFFERENT PHASES OF COVID-19 CASE SURGES THROUGHOUT THE STUDY PERIOD",10,1,0.1
"359","30180830","FEV1","CONSTRUCT","FORCED EXPIRATORY VOLUME IN 1 S",10,3,0.3
"360","30180830","GRIP STRENGTH","CONSTRUCT","MUSCULAR STRENGTH OF THE DOMINANT HAND",10,1,0.1
"361","30180830","6M WALK TIME","CONSTRUCT","TIME TAKEN TO WALK 6 METERS",10,1,0.1
"362","30180830","HEIGHT","CONSTRUCT","MEASURED HEIGHT OF THE INDIVIDUAL",10,1,0.1
"363","30180830","AGE","CONSTRUCT","CHRONOLOGICAL AGE OF THE INDIVIDUAL",10,2,0.2
"364","30180830","APOE Ɛ4 CARRIER STATUS","CONSTRUCT","PRESENCE OF THE APOE Ɛ4 ALLELE",10,1,0.1
"365","30180830","SMOKING STATUS","CONSTRUCT","SMOKING HISTORY OF THE INDIVIDUAL",10,1,0.1
"366","30180830","HISTORY OF CARDIOVASCULAR OR CEREBROVASCULAR DISEASE","CONSTRUCT","PRESENCE OF PREVIOUS CARDIOVASCULAR OR CEREBROVASCULAR DISEASE",10,1,0.1
"367","30180830","HISTORY OF HYPERTENSION","CONSTRUCT","PRESENCE OF PREVIOUS HISTORY OF HYPERTENSION",10,1,0.1
"368","30180830","HISTORY OF DIABETES","CONSTRUCT","PRESENCE OF PREVIOUS HISTORY OF DIABETES",10,1,0.1
"369","36699985","RISK OF HEART FAILURE","CONSTRUCT","LIKELIHOOD OF DEVELOPING HEART FAILURE",10,4,0.4
"370","34176293","BLOOD PRESSURE VARIABILITY","CONSTRUCT","VARIABILITY IN BLOOD PRESSURE MEASUREMENTS OVER TIME",10,2,0.2
"371","34176293","INCIDENT DEMENTIA","CONSTRUCT","OCCURRENCE OF NEW CASES OF DEMENTIA",10,1,0.1
"372","34176293","COGNITIVE DECLINE","CONSTRUCT","DECREASE IN COGNITIVE FUNCTION COMPARED TO BASELINE",10,1,0.1
"373","34176293","SEX","CONSTRUCT","BIOLOGICAL CLASSIFICATION AS MALE OR FEMALE",10,1,0.1
"374","34176293","ANTIHYPERTENSIVE DRUGS","CONSTRUCT","MEDICATION USED TO LOWER BLOOD PRESSURE",10,1,0.1
"375","34176293","COGNITIVE ASSESSMENTS","CONSTRUCT","STANDARDIZED TESTS EVALUATING COGNITIVE FUNCTION",10,1,0.1
"376","34176293","SD OF SYSTOLIC BPV","CONSTRUCT","STANDARD DEVIATION OF SYSTOLIC BLOOD PRESSURE VARIABILITY",10,1,0.1
"377","37711969","BLOOD PRESSURE VARIABILITY","CONSTRUCT","VARIABILITY IN BLOOD PRESSURE READINGS OVER TIME",10,2,0.2
"378","37711969","COGNITIVE FUNCTIONING","CONSTRUCT","THE MENTAL ACTION OR PROCESS OF ACQUIRING KNOWLEDGE AND UNDERSTANDING",10,1,0.1
"379","37711969","ARTERIAL STIFFNESS","CONSTRUCT","STIFFNESS OF THE ARTERIAL WALLS INDICATING VASCULAR HEALTH",10,1,0.1
"380","37711969","CEREBROVASCULAR PULSATILITY","CONSTRUCT","PULSATILE FLOW THROUGH THE CEREBRAL BLOOD VESSELS",10,1,0.1
"381","35897033","DIABETES MELLITUS","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR LEVELS",10,5,0.5
"382","35897033","COGNITIVE PERFORMANCE","CONSTRUCT","MEASUREMENT OF COGNITIVE ABILITIES",10,1,0.1
"383","35897033","DEPRESSION SYMPTOMS","CONSTRUCT","PSYCHOLOGICAL STATE CHARACTERIZED BY FEELINGS OF SADNESS AND LOSS OF INTEREST",10,1,0.1
"384","35897033","ARTERIAL HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE",10,3,0.3
"385","35897033","EDUCATION LEVEL","CONSTRUCT","LEVEL OF FORMAL EDUCATION COMPLETED",10,1,0.1
"386","35897033","GLOBAL COGNITIVE Z-SCORE","CONSTRUCT","COMPOSITE SCORE REPRESENTING COGNITIVE PERFORMANCE",10,1,0.1
"387","35533660","SUBJECTIVE COGNITIVE DECLINE","CONSTRUCT","SELF-REPORTED DECLINE IN COGNITION IN COGNITIVELY HEALTHY INDIVIDUALS",10,2,0.2
"388","35533660","SCD-RELATED WORRY","CONSTRUCT","WORRY RELATED TO SUBJECTIVE COGNITIVE DECLINE",10,4,0.4
"389","35533660","PHYSICAL ACTIVITY","CONSTRUCT","LEVEL OF PHYSICAL MOVEMENT AND EXERCISE",10,1,0.1
"390","35533660","HYPERTENSION","CONSTRUCT","CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE",10,2,0.2
"391","35533660","VISION PROBLEMS","CONSTRUCT","IMPAIRMENTS RELATED TO VISUAL ACUITY OR EYE HEALTH",10,1,0.1
"392","35533660","DEPRESSION","CONSTRUCT","MOOD DISORDER CHARACTERIZED BY PERSISTENT SADNESS",10,3,0.3
"393","35533660","PERCEIVED SOCIAL STATUS","CONSTRUCT","INDIVIDUAL'S SUBJECTIVE ASSESSMENT OF THEIR SOCIAL STANDING",10,1,0.1
"394","35533660","PERSONALITY TRAITS","CONSTRUCT","ENDURING PATTERNS OF BEHAVIOR, THOUGHTS, AND EMOTIONS",10,1,0.1
"395","34872609","BODY HEIGHT","CONSTRUCT","PHYSICAL MEASUREMENT REPRESENTING HEIGHT",10,1,0.1
"396","34872609","MINI MENTAL STATE EXAMINATION SCORE","CONSTRUCT","ASSESSMENT OF COGNITIVE FUNCTION",10,2,0.2
"397","34872609","SMOKING STATUS","CONSTRUCT","CURRENT OR PAST SMOKING HABITS",10,1,0.1
"398","34872609","DRINKING STATUS","CONSTRUCT","CURRENT ALCOHOL CONSUMPTION HABITS",10,1,0.1
"399","34872609","HYPERTENSION","CONSTRUCT","CHRONIC CONDITION CHARACTERIZED BY HIGH BLOOD PRESSURE",10,1,0.1
"400","34872609","DIABETES","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR",10,1,0.1
"401","34872609","HYPERCHOLESTEROLEMIA","CONSTRUCT","ELEVATED LEVELS OF CHOLESTEROL IN THE BLOOD",10,8,0.8
"402","38443972","DIABETES","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR LEVELS",10,5,0.5
"403","38443972","HYPERLIPIDEMIA","CONSTRUCT","ELEVATED LEVELS OF LIPIDS IN THE BLOOD",10,3,0.3
"404","38443972","HYPERCHOLESTEROLEMIA","CONSTRUCT","ELEVATED LEVEL OF CHOLESTEROL IN THE BLOOD",10,1,0.1
"405","38443972","MARITAL STATUS","CONSTRUCT","LEGAL RELATIONSHIP STATUS OF THE INDIVIDUAL",10,4,0.4
"406","38443972","SMOKING","CONSTRUCT","HABITUAL INHALATION OF SMOKE FROM BURNING SUBSTANCES",10,2,0.2
"407","38443972","INCOME","CONSTRUCT","FINANCIAL EARNINGS OF THE INDIVIDUAL",10,1,0.1
"408","38443972","PHYSICAL ACTIVITY","CONSTRUCT","BODILY MOVEMENT RESULTING IN ENERGY EXPENDITURE",10,1,0.1
"409","38443972","DEMENTIA","CONSTRUCT","NEUROCOGNITIVE DISORDER AFFECTING MEMORY AND COGNITIVE FUNCTION",10,1,0.1
"410","38443972","DEPRESSED MOOD","CONSTRUCT","PERSISTENT FEELING OF SADNESS AND LOSS OF INTEREST",10,1,0.1
"411","37079031","COGNITIVE DECLINE","CONSTRUCT","DEGRADATION IN COGNITIVE FUNCTION OVER TIME",10,1,0.1
"412","37079031","INNER RETINAL LAYER THICKNESS","CONSTRUCT","THICKNESS OF THE INNER RETINAL LAYERS IN THE EYE",10,1,0.1
"413","37079031","MACULAR THICKNESS","CONSTRUCT","THICKNESS OF THE MACULA, A PART OF THE RETINA",10,1,0.1
"414","37079031","PERIPAPILLARY RETINAL NERVE FIBER LAYER THICKNESS","CONSTRUCT","THICKNESS OF THE NERVE FIBER LAYER AROUND THE OPTIC NERVE HEAD",10,1,0.1
"415","37079031","DISEASE DURATION","CONSTRUCT","LENGTH OF TIME SINCE DIAGNOSIS OF HUNTINGTON'S DISEASE",10,2,0.2
"416","37079031","GLOBAL COGNITION","CONSTRUCT","COMPREHENSIVE ASSESSMENT OF COGNITIVE FUNCTION",10,1,0.1
"417","37079031","CAG REPEATS","CONSTRUCT","NUMBER OF CAG REPEATS IN THE HUNTINGTIN GENE",10,1,0.1
"418","37079031","MOCA SCORES","CONSTRUCT","MONTREAL COGNITIVE ASSESSMENT SCORES",10,4,0.4
"419","37079031","UNIFIED HUNTINGTON'S DISEASE RATING SCALE SCORE","CONSTRUCT","COMPOSITE SCORE ASSESSING MOTOR AND COGNITIVE ASPECTS IN HUNTINGTON'S DISEASE",10,1,0.1
"420","37079031","DISEASE BURDEN","CONSTRUCT","CUMULATIVE IMPACT OF HUNTINGTON'S DISEASE ON THE INDIVIDUAL",10,1,0.1
"421","36265125","PULMONARY DISEASE","CONSTRUCT","PATHOLOGICAL CONDITIONS AFFECTING THE LUNGS",10,1,0.1
"422","36265125","DEMENTIA","CONSTRUCT","NEUROCOGNITIVE DISORDER AFFECTING MEMORY, THINKING, AND SOCIAL ABILITIES",10,2,0.2
"423","36265125","STROKE","CONSTRUCT","SUDDEN INTERRUPTION IN BLOOD SUPPLY TO THE BRAIN LEADING TO NEUROLOGICAL DEFICITS",10,1,0.1
"424","36265125","HEPATOBIILIARY DISEASE","CONSTRUCT","DISORDERS AFFECTING THE LIVER, GALLBLADDER, AND BILE DUCTS",10,1,0.1
"425","36265125","DIABETES MELLITUS","CONSTRUCT","METABOLIC DISORDER CHARACTERIZED BY HIGH BLOOD SUGAR LEVELS",10,8,0.8
"426","36265125","CARDIOVASCULAR DISEASE","CONSTRUCT","CONDITIONS AFFECTING THE HEART AND BLOOD VESSELS",10,7,0.7
"427","36265125","AUTOIMMUNE DISEASE","CONSTRUCT","DISORDERS WHERE THE IMMUNE SYSTEM ATTACKS HEALTHY CELLS",10,1,0.1
"428","36265125","CANCER","CONSTRUCT","ABNORMAL CELL GROWTH WITH THE POTENTIAL TO INVADE OR SPREAD TO OTHER PARTS OF THE BODY",10,2,0.2
"429","36265125","KIDNEY DISEASE","CONSTRUCT","IMPAIRMENT IN KIDNEY FUNCTION LEADING TO ALTERATIONS IN FLUID, ELECTROLYTE, AND WASTE BALANCE",10,1,0.1
"430","36265125","HYPERTENSION","CONSTRUCT","HIGH BLOOD PRESSURE ABOVE NORMAL RANGES",10,1,0.1
"431","36265125","PSYCHOTIC DISORDERS","CONSTRUCT","MENTAL HEALTH CONDITIONS CHARACTERIZED BY DISTORTIONS IN THINKING AND PERCEPTION",10,1,0.1
