"","pmid","annotator_id","characteristic","class","explanation","categories","counts","percentages"
"250","31617930","YPP3638","Ethnicity/Race","Demographic","The ethnic and racial background of participants.","Non-Hispanic White","144","87.8%"
"251","31617930","YPP3638","Ethnicity/Race","Demographic","The ethnic and racial background of participants.","African American","19","11.6%"
"252","31617930","YPP3638","Ethnicity/Race","Demographic","The ethnic and racial background of participants.","Asian","1","0.6%"
"253","31617930","YPP3638","Parental History of Dementia","Health-Related","The history of dementia in participants' parents.","Maternal","108","65.8%"
"254","31617930","YPP3638","Parental History of Dementia","Health-Related","The history of dementia in participants' parents.","Paternal","35","21.3%"
"255","31617930","YPP3638","Parental History of Dementia","Health-Related","The history of dementia in participants' parents.","Both Parents","21","12.8%"
"256","31617930","YPP3638","Academic Education","Other","The educational background of participants.",NA,"15.4 (2.9) years",NA
"257","31617930","YPP3638","APOE ε4 Allele Status","Health-Related","The presence of APOE ε4 allele in participants.","1 copy (ε2/4, ε3/4)","89","54.3%"
"258","31617930","YPP3638","APOE ε4 Allele Status","Health-Related","The presence of APOE ε4 allele in participants.","2 copies (ε4/4)","21","12.8%"
"259","31617930","YPP3638","History of Hypertension","Health-Related","The presence of hypertension in participants.",NA,"3.81 (0.88 to 6.74)",NA
"260","29574441","YPV5566","Participants' Demographic Characteristics","Demographic","Demographic details of the study participants.","Age","Mean=50",NA
"261","29574441","YPV5566","Participants' Demographic Characteristics","Demographic","Demographic details of the study participants.","Sex","% Female=62%",NA
"262","29574441","YPV5566","Participants' Demographic Characteristics","Demographic","Demographic details of the study participants.","Ethnicity","% White=68%",NA
"263","29574441","YPV5566","Family History of Late-Onset Alzheimer's Disease (LOAD)","Health-Related","Presence or absence of family history of LOAD among participants.","Positive","38%","38%"
"264","29574441","YPV5566","Family History of Late-Onset Alzheimer's Disease (LOAD)","Health-Related","Presence or absence of family history of LOAD among participants.","Negative","62%","62%"
"265","29574441","YPV5566","APOE ε4 Carriers","Other","Distribution of participants with APOE ε4 allele.","Positive","40%","40%"
"266","29574441","YPV5566","APOE ε4 Carriers","Other","Distribution of participants with APOE ε4 allele.","Negative","60%","60%"
"267","29574441","YPV5566","Laboratory Findings","Health-Related","Laboratory parameters of participants.","BMI","Mean=25 (BMI)","NA"
"268","29574441","YPV5566","Laboratory Findings","Health-Related","Laboratory parameters of participants.","Hypertension","% Positive=14%","14%"
"269","29574441","YPV5566","Laboratory Findings","Health-Related","Laboratory parameters of participants.","QUICKI Score","Mean=0.32","NA"
"270","29574441","YPV5566","Laboratory Findings","Health-Related","Laboratory parameters of participants.","Plasma Cholesterol/HDL Ratio","Mean=3.3","NA"
"271","29574441","YPV5566","Laboratory Findings","Health-Related","Laboratory parameters of participants.","Plasma Homocysteine","Mean=7.9","NA"
"272","29574441","YPV5566","Lifestyle Measures","Other","Information about participants' lifestyle choices.","Mediterranean Diet Score","Mean=4.3",NA
"273","29574441","YPV5566","Lifestyle Measures","Other","Information about participants' lifestyle choices.","Physical Activity (Metabolic Equivalent/hour)","Mean=9.8",NA
"274","29574441","YPV5566","Lifestyle Measures","Other","Information about participants' lifestyle choices.","Intellectual Activity","Mean=3.7",NA
"275","37203319","ICB5439","Age","Demographic","The distribution of age groups among the study participants.","<65","94","10.3%"
"276","37203319","ICB5439","Age","Demographic","The distribution of age groups among the study participants.","65-74","206","22.7%"
"277","37203319","ICB5439","Age","Demographic","The distribution of age groups among the study participants.","75-84","395","42.4%"
"278","37203319","ICB5439","Age","Demographic","The distribution of age groups among the study participants.","≥85","213","22.6%"
"279","37203319","ICB5439","Gender","Demographic","The distribution of male and female participants.","Male","520","57.3%"
"280","37203319","ICB5439","Gender","Demographic","The distribution of male and female participants.","Female","388","42.7%"
"281","37203319","ICB5439","Arterial Hypertension","Health-Related","The presence of arterial hypertension among the study participants.","With Arterial Hypertension","289","31.8%"
"282","37203319","ICB5439","Arterial Hypertension","Health-Related","The presence of arterial hypertension among the study participants.","Without Arterial Hypertension","619","68.2%"
"283","37203319","ICB5439","Chronic Renal Failure","Health-Related","The presence of chronic renal failure among the study participants.","With Chronic Renal Failure","73","8.0%"
"284","37203319","ICB5439","Chronic Renal Failure","Health-Related","The presence of chronic renal failure among the study participants.","Without Chronic Renal Failure","855","94.0%"
"285","37203319","ICB5439","Dementia","Health-Related","The presence of dementia among the study participants.","With Dementia","44","4.8%"
"286","37203319","ICB5439","Dementia","Health-Related","The presence of dementia among the study participants.","Without Dementia","884","95.2%"
"287","37203319","ICB5439","Chronic Obstructive Pulmonary Disease (COPD)","Health-Related","The presence of COPD among the study participants.","With COPD","180","19.8%"
"288","37203319","ICB5439","Chronic Obstructive Pulmonary Disease (COPD)","Health-Related","The presence of COPD among the study participants.","Without COPD","748","82.2%"
"289","37203319","ICB5439","Heart Failure","Health-Related","The presence of heart failure among the study participants.","With Heart Failure","59","6.5%"
"290","37203319","ICB5439","Heart Failure","Health-Related","The presence of heart failure among the study participants.","Without Heart Failure","869","95.5%"
"291","37203319","ICB5439","Prior Stroke","Health-Related","History of prior stroke among the study participants.","With Prior Stroke","38","4.2%"
"292","37203319","ICB5439","Prior Stroke","Health-Related","History of prior stroke among the study participants.","Without Prior Stroke","890","95.8%"
"293","37203319","ICB5439","Wave","Other","Successive epidemiological waves identified in the study.","1","204","22.5%"
"294","37203319","ICB5439","Wave","Other","Successive epidemiological waves identified in the study.","2","141","15.5%"
"295","37203319","ICB5439","Wave","Other","Successive epidemiological waves identified in the study.","3","148","16.3%"
"296","37203319","ICB5439","Wave","Other","Successive epidemiological waves identified in the study.","4","415","45.7%"
"297","37203319","ICB5439","Glucocorticoid Treatment","Other","Administration of glucocorticoid treatment among the study participants.","Received Glucocorticoid Treatment","489","53.8%"
"298","37203319","ICB5439","Glucocorticoid Treatment","Other","Administration of glucocorticoid treatment among the study participants.","Did Not Receive Glucocorticoid Treatment","419","46.2%"
"299","30180830","CDH1160","Gender","Demographic","The distribution of male and female participants.","Male","280","57.4%"
"300","30180830","CDH1160","Gender","Demographic","The distribution of male and female participants.","Female","208","42.6%"
"301","30180830","CDH1160","Age","Demographic","The mean age of participants.","Mean Age","79.04",NA
"302","30180830","CDH1160","APOE ε4 Carrier Status","Health-Related","The distribution of participants with and without APOE ε4 allele.","Carrier","41","8.4%"
"303","30180830","CDH1160","APOE ε4 Carrier Status","Health-Related","The distribution of participants with and without APOE ε4 allele.","Non-Carrier","368","75.4%"
"304","30180830","CDH1160","Smoking Status","Other","The smoking status of participants.","Ever Smoker","138","28.3%"
"305","30180830","CDH1160","Smoking Status","Other","The smoking status of participants.","Non-Smoker","350","71.7%"
"306","30180830","CDH1160","History of Hypertension","Health-Related","The distribution of participants with and without a history of hypertension.","With History","157","32.1%"
"307","30180830","CDH1160","History of Hypertension","Health-Related","The distribution of participants with and without a history of hypertension.","Without History","331","67.7%"
"308","30180830","CDH1160","History of Diabetes","Health-Related","The distribution of participants with and without a history of diabetes.","With History","23","4.7%"
"309","30180830","CDH1160","History of Diabetes","Health-Related","The distribution of participants with and without a history of diabetes.","Without History","465","95.3%"
"310","36699985","HCN9612","Age","Demographic","Age distribution of the study participants.",NA,"83",NA
"311","36699985","HCN9612","Gender","Demographic","Gender distribution of the study participants.",NA,NA,NA
"312","34176293","ZWL3491","Participant Count","Demographic","Total number of participants in the study.","N=19,114","N=19,114","100%"
"313","34176293","ZWL3491","Dementia Status at Enrollment","Health-Related","Dementia status of participants at study enrollment.","Free of Dementia","N/A","N/A"
