"","pmid","field","value","annotators","var_freq","precision"
"778","38229871","MAJOR RESULTS","PREDICTORS OF DEATH INCLUDED HAVING DEMENTIA, HEART FAILURE, KIDNEY DISEASE, OR CANCER, WHILE ARTERIAL HYPERTENSION, DIABETES, ISCHEMIC HEART, CEREBROVASCULAR, PERIPHERAL VASCULAR DISEASES, AND LEUKEMIA WERE ALSO RELEVANT.",10,1,0.1
"779","38229871","EFFECT SIZE","NOT REPORTED IN THE PROVIDED TEXT",10,1,0.1
"780","38229871","LOWER CONFIDENCE INTERVAL","NOT REPORTED IN THE PROVIDED TEXT",10,1,0.1
"781","38229871","UPPER CONFIDENCE INTERVAL","NOT REPORTED IN THE PROVIDED TEXT",10,1,0.1
"782","38229871","P-VALUE","NOT REPORTED IN THE PROVIDED TEXT",10,1,0.1
"783","31617930","MAJOR RESULTS","THE ADJUSTED R2 FOR MEASURED ACQUIRED AND HERITABLE FACTORS FOR INTERGENERATIONAL DIFFERENCE IN AGE AT SYMPTOMATIC ONSET OF AD WAS 0.29. FACTORS ASSOCIATED WITH EARLIER-THAN-EXPECTED INTERGENERATIONAL AGE AT ONSET INCLUDED PARENTAL HISTORY OF DEMENTIA, MORE YEARS OF EDUCATION, AND RETROSPECTIVE DETERMINATION OF ONSET AGE. FACTORS ASSOCIATED WITH LATER-THAN-EXPECTED AGE AT ONSET INCLUDED PARENTAL HISTORY OF EARLY-ONSET DEMENTIA, PRESENCE OF 1 APOE Ε4 ALLELE, AND HISTORY OF HYPERTENSION.",10,1,0.1
"784","31617930","LOWER CONFIDENCE INTERVAL","0.29",10,1,0.1
"785","29574441","COVARIATE DEFINITIONS IN MAINTEXT","S",10,1,0.1
"786","29574441","MAJOR RESULTS","AMONG LIFESTYLE AND VASCULAR RISK FACTORS, DIET AND INSULIN SENSITIVITY EXPLAINED VARIABILITY IN BRAIN CORTICAL THICKNESS IN MIDLIFE ADULTS. MRI MEASURES OF LIMBIC STRUCTURES EXPLAINED VARIABILITY IN MEMORY PERFORMANCE, WITH INTELLECTUAL ENRICHMENT ASSOCIATED WITH BETTER COGNITIVE PERFORMANCE.",10,1,0.1
"787","29574441","P-VALUE","0.008",10,2,0.2
"788","37203319","MAJOR RESULTS","AGE, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, EPIDEMIOLOGICAL WAVES 2 AND 3 WERE ASSOCIATED WITH HIGHER MORTALITY. GLUCOCORTICOID TREATMENT WAS A PROTECTIVE FACTOR AGAINST MORTALITY.",10,1,0.1
"789","30180830","MAJOR RESULTS","DECREASED FITNESS AT AGE 79 WAS NOT A RISK FACTOR FOR SUBSEQUENT DEMENTIA. APOE Ε4 CARRIER STATUS WAS ASSOCIATED WITH AN INCREASED RISK OF DEMENTIA.",10,1,0.1
"790","36699985","MAJOR RESULTS","FOUR BASIC CARE NEEDS IDENTIFIED: SOCIAL RESOURCES REFERRAL AND LEGAL SUPPORT.",10,1,0.1
"791","36699985","EFFECT SIZE","NOT APPLICABLE",10,1,0.1
"792","36699985","LOWER CONFIDENCE INTERVAL","NOT APPLICABLE",10,1,0.1
"793","36699985","UPPER CONFIDENCE INTERVAL","NOT APPLICABLE",10,1,0.1
"794","36699985","P-VALUE","NOT APPLICABLE",10,1,0.1
"795","34176293","MAJOR RESULTS","INDIVIDUALS IN THE HIGHEST BPV TERTILE HAD AN INCREASED RISK OF INCIDENT DEMENTIA AND COGNITIVE DECLINE, INDEPENDENT OF AVERAGE BP AND ANTIHYPERTENSIVE DRUG USE. SEX MODIFICATION WAS OBSERVED WITH INCREASED RISK IN MEN BUT NOT WOMEN FOR INCIDENT DEMENTIA.",10,1,0.1
"796","37711969","MAJOR RESULTS","HIGH SYSTOLIC AND DIASTOLIC SHORT- AND MID-TERM BLOOD PRESSURE VARIABILITY WERE ASSOCIATED WITH POORER COGNITIVE FUNCTIONING, INDEPENDENT OF MEAN BLOOD PRESSURE. SHORT-TERM VARIABILITY WAS LINKED TO POORER ATTENTION AND PSYCHOMOTOR SPEED, WHILE DAY-TO-DAY VARIABILITY WAS RELATED TO EXECUTIVE FUNCTIONING. CIRCADIAN PATTERNS HAD NO SIGNIFICANT ASSOCIATIONS WITH COGNITION. HIGH SYSTOLIC SHORT-TERM VARIABILITY WAS ASSOCIATED WITH INCREASED ARTERIAL STIFFNESS, AND HIGH DIASTOLIC DAY-TO-DAY VARIABILITY WAS ASSOCIATED WITH DECREASED ARTERIAL STIFFNESS.",10,1,0.1
"797","37711969","EFFECT SIZE","N/A",10,1,0.1
"798","37711969","LOWER CONFIDENCE INTERVAL","N/A",10,1,0.1
"799","37711969","UPPER CONFIDENCE INTERVAL","N/A",10,1,0.1
"800","37711969","P-VALUE","N/A",10,1,0.1
"801","35897033","MAJOR RESULTS","COGNITIVE EVALUATION AND FOLLOW-UP SHOULD BE INCORPORATED FOR T2DM PATIENTS WITH SPECIFIC RISK FACTORS IDENTIFIED.",10,1,0.1
"802","35897033","EFFECT SIZE","REFER TO OR VALUES IN THE STUDY",10,1,0.1
"803","35897033","LOWER CONFIDENCE INTERVAL","REFER TO CI95% VALUES IN THE STUDY",10,1,0.1
"804","35897033","UPPER CONFIDENCE INTERVAL","REFER TO CI95% VALUES IN THE STUDY",10,1,0.1
"805","35533660","STUDY DESIGN","POISSON REGRESSION MODEL, ORDINAL REGRESSION MODEL",10,2,0.2
"806","35533660","MAJOR RESULTS","PSYCHOSOCIAL VARIABLES LIKE DEPRESSION, PERCEIVED SOCIAL STATUS, AND PERSONALITY TRAITS SHOWED CONSISTENT ASSOCIATION WITH SCD. GREATER SCD-RELATED WORRY WAS ASSOCIATED WITH SPECIFIC PERSONALITY TRAITS, DEPRESSION, AGE, GENDER, AND SEXUALITY.",10,1,0.1
"807","34872609","MAJOR RESULTS","HIGHER BODY HEIGHT WAS ASSOCIATED WITH A DECREASED PREVALENCE OF COGNITIVE IMPAIRMENT IN ELDERLY MEN AFTER ADJUSTING FOR VARIOUS FACTORS. EACH 1-DM INCREASE IN HEIGHT WAS LINKED TO A 37% DECREASE IN COGNITIVE IMPAIRMENT PREVALENCE AMONG MEN.",10,1,0.1
"808","34872609","UPPER CONFIDENCE INTERVAL","0.79",10,1,0.1
"809","38443972","MAJOR RESULTS","HIGHER PREVALENCE OF UNTREATED CARDIOMETABOLIC DISORDERS IN MALES, OLDER ADULTS, SMOKERS, AND INDIVIDUALS WITH LOWER EDUCATION LEVELS. FACTORS LIKE SEX, SMOKING, AND DEMENTIA WERE ASSOCIATED WITH DIFFERENT UNTREATED CARDIOMETABOLIC DISORDERS.",10,1,0.1
"810","37079031","STUDY DESIGN","CROSS-SECTIONAL STUDY",10,1,0.1
"811","37079031","MAJOR RESULTS","MACULAR THICKNESS IN MANIFEST HUNTINGTON'S DISEASE PATIENTS WAS SIGNIFICANTLY ASSOCIATED WITH MOCA SCORES, WITH THE INNER NUCLEAR LAYER SHOWING THE LARGEST REGRESSION COEFFICIENTS.",10,1,0.1
"812","37079031","EFFECT SIZE","NA",10,1,0.1
"813","37079031","LOWER CONFIDENCE INTERVAL","NA",10,1,0.1
"814","37079031","UPPER CONFIDENCE INTERVAL","NA",10,1,0.1
"815","37079031","P-VALUE","NA",10,1,0.1
"816","36265125","MAJOR RESULTS","HIGHER INFECTION RATES AND DISEASE SEVERITY OF COVID-19 WERE ASSOCIATED WITH COMORBIDITIES SUCH AS PULMONARY DISEASE, DEMENTIA, GASTROINTESTINAL DISEASE, STROKE, HEPATOBILIARY DISEASE, DIABETES MELLITUS, CARDIOVASCULAR DISEASE, KIDNEY DISEASE, HYPERTENSION; WHEREAS LOWER RATES WERE OBSERVED FOR HYPERLIPIDEMIA, AUTOIMMUNE DISEASE, AND CANCER. STATIN USE IN HYPERLIPIDEMIA WAS ASSOCIATED WITH LOWER INFECTION RATES AND DISEASE SEVERITY.",10,1,0.1
"817","35102219","MAJOR RESULTS","LOSS OF LONGITUDINAL INCREASE IN SYSTOLIC BP WAS INDEPENDENTLY ASSOCIATED WITH HIGHER RISK OF INCIDENT DEMENTIA AT YEARS 4 TO 6.",10,2,0.2
"818","33839636","MAJOR RESULTS","THE MOST FREQUENT MEDICAL ANTECEDENTS WERE NEUROLOGICAL PATHOLOGY AND HYPERTENSION, WITH MAIN CONSULTATION REASONS BEING DETERIORATION IN GENERAL CONDITION, DYSPNEA, DECREASED LEVEL OF CONSCIOUSNESS, AND FEVER. NOTEWORTHY FACTORS INCLUDED POLYPHARMACY, ESPECIALLY DRUGS SUCH AS DIURETICS, BENZODIAZEPINES, OR HYPNOTICS.",10,1,0.1
"819","33839636","EFFECT SIZE","NOT PROVIDED",10,1,0.1
"820","33839636","LOWER CONFIDENCE INTERVAL","NOT PROVIDED",10,1,0.1
"821","33839636","UPPER CONFIDENCE INTERVAL","NOT PROVIDED",10,1,0.1
"822","33839636","P-VALUE","NOT PROVIDED",10,1,0.1
"823","34611033","MAJOR RESULTS","MALE GENDER, STROKE SEVERITY, SEVERITY OF ACTIVITIES OF DAILY LIVING, AND MTLA WERE IDENTIFIED AS PREDICTORS OF POOR PARTICIPATION AFTER ACUTE ISCHEMIC STROKE.",10,1,0.1
"824","34611033","LOWER CONFIDENCE INTERVAL","0.60",10,2,0.2
"825","34611033","UPPER CONFIDENCE INTERVAL","0.90",10,2,0.2
"826","34611033","P-VALUE","0.02",10,1,0.1
"827","33126696","MAJOR RESULTS","DEPRESSION IS ASSOCIATED WITH INCREASED RISK OF DEMENTIA AND AD. DEPRESSION, DIABETES MELLITUS, AND OLDER AGE INCREASE THE LIKELIHOOD OF DEVELOPING AD. TREATED DYSLIPIDEMIA REDUCES THE RISK OF DEVELOPING AD.",10,1,0.1
"828","33126696","EFFECT SIZE","VARIABLE",10,1,0.1
"829","36092174","MAJOR RESULTS","MOST PATIENTS WERE WHITE WOMEN, WITH A MEAN AGE OF 80 YEARS AND AN AVERAGE BMI OF 23.55 KG/M2. MOST COMMON COMORBIDITIES WERE SYSTEMIC ARTERIAL HYPERTENSION, DIABETES MELLITUS, AND ALZHEIMER'S DISEASE. MOST PATIENTS WERE CONSIDERED TO BE MALNOURISHED OR AT RISK OF MALNUTRITION.",10,1,0.1
"830","33798213","MAJOR RESULTS","HIGH VISIT-TO-VISIT BPV IS PRESENT IN ONE SIXTH OF NON-HYPERTENSIVE ADULTS AND ONE THIRD OF HYPERTENSIVE INDIVIDUALS AND IS MORE COMMON IN THOSE WITH COMORBIDITIES.",10,1,0.1
"831","31444142","POPULATION SIZE","502 PARTICIPANTS ASSESSED",10,1,0.1
"832","31444142","MAJOR RESULTS","HIGHER BLOOD PRESSURE IN MIDLIFE ASSOCIATED WITH GREATER CEREBRAL SMALL VESSEL DISEASE BURDEN AND SMALLER BRAIN VOLUMES IN LATE LIFE. NO ASSOCIATION FOUND BETWEEN BLOOD PRESSURE AND AMYLOID STATUS.",10,1,0.1
"833","31444142","EFFECT SIZE","VARIED EFFECT SIZES REPORTED FOR DIFFERENT ASSOCIATIONS",10,1,0.1
"834","31444142","LOWER CONFIDENCE INTERVAL","DEPENDENT ON THE REPORTED EFFECT SIZES",10,1,0.1
"835","31444142","UPPER CONFIDENCE INTERVAL","DEPENDENT ON THE REPORTED EFFECT SIZES",10,1,0.1
"836","31444142","P-VALUE","VARIED P-VALUES REPORTED",10,1,0.1
"837","33067992","MAJOR RESULTS","METABOLIC SYNDROME WAS ASSOCIATED WITH LOWER COGNITIVE FUNCTIONING, WITH SEVERITY BEING A BETTER PREDICTOR THAN INDIVIDUAL COMPONENTS.",10,1,0.1
"838","33767305","POPULATION SIZE","111",10,1,0.1
"839","33767305","MAJOR RESULTS","LSFG PULSE WAVEFORM PARAMETERS SIGNIFICANTLY CORRELATED WITH VARIOUS SYSTEMIC FACTORS AND THE OCULAR STRUCTURAL MEASURES, INDICATING POTENTIAL IMPLICATIONS FOR OCULAR CIRCULATION AND GLAUCOMA PATHOPHYSIOLOGY.",10,1,0.1
"840","33767305","EFFECT SIZE","N/A",10,2,0.2
"841","33767305","LOWER CONFIDENCE INTERVAL","N/A",10,2,0.2
"842","33767305","UPPER CONFIDENCE INTERVAL","N/A",10,2,0.2
"843","33767305","P-VALUE","N/A",10,1,0.1
"844","30368247","MAJOR RESULTS","INDIVIDUALS WITH HIGHER VARIABILITY IN METABOLIC PARAMETERS WERE AT A HIGHER RISK OF FUTURE DEMENTIA. A LINEAR ASSOCIATION WAS OBSERVED BETWEEN THE NUMBER OF PARAMETERS WITH HIGH VARIABILITY AND RISK OF DEMENTIA.",10,1,0.1
"845","30368247","EFFECT SIZE","1.22, 1.39, 1.54, 1.73",10,1,0.1
"846","30368247","LOWER CONFIDENCE INTERVAL","1.19, 1.35, 1.48, 1.60",10,1,0.1
"847","30368247","UPPER CONFIDENCE INTERVAL","1.26, 1.43, 1.60, 1.88",10,1,0.1
"848","37441712","MAJOR RESULTS","PATIENTS WITH LOWER SEVERITY GRADES TENDED TO BE YOUNGER AND HAD A LOWER PREVALENCE OF HYPERTENSION AND DIABETES MELLITUS. HIGHER SEVERITY GRADES WERE ASSOCIATED WITH INCREASED VASCULAR RISK FACTORS.",10,1,0.1
"849","37441712","P-VALUE","NOT APPLICABLE",10,1,0.1
"850","33655975","MAJOR RESULTS","MALES SHOWED POSITIVE CORRELATIONS BETWEEN COGNITIVE FUNCTION AND BMI, FMI, AND TFMI, WHILE FEMALES DID NOT SHOW SIGNIFICANT CORRELATIONS WITH THESE FACTORS. FAT MASS WAS MORE CORRELATED WITH COGNITIVE FUNCTION THAN FAT-FREE MASS IN MALES.",10,1,0.1
"851","33655975","EFFECT SIZE","0.143",10,1,0.1
"852","33655975","LOWER CONFIDENCE INTERVAL","0.058",10,1,0.1
"853","33655975","UPPER CONFIDENCE INTERVAL","0.228",10,1,0.1
"854","33655975","P-VALUE","0.004",10,1,0.1
"855","37830725","MAJOR RESULTS","PARTICIPANTS WITH LOW LEVELS OF PHYSICAL FITNESS AND HIGH METABOLIC AND CARDIOVASCULAR MARKERS NEED IMPROVEMENT, WHILE FUNCTIONAL AND NEUROMUSCULAR ABILITY MAY BE ASSOCIATED WITH QUALITY OF LIFE.",10,1,0.1
"856","37830725","EFFECT SIZE",NA,10,1,0.1
"857","37830725","LOWER CONFIDENCE INTERVAL",NA,10,1,0.1
"858","37830725","UPPER CONFIDENCE INTERVAL",NA,10,1,0.1
"859","37698858","MAJOR RESULTS","UNTREATED HYPERTENSION WAS ASSOCIATED WITH A 42% INCREASED RISK OF DEMENTIA COMPARED TO HEALTHY CONTROLS. TREATED HYPERTENSION HAD NO SIGNIFICANT INCREASED DEMENTIA RISK COMPARED TO HEALTHY CONTROLS.",10,1,0.1
"860","38229871","POPULATION SIZE","NOT PROVIDED IN THE TEXT",10,1,0.1
"861","38229871","EFFECT SIZE","NOT PROVIDED IN THE TEXT",10,1,0.1
"862","38229871","LOWER CONFIDENCE INTERVAL","NOT PROVIDED IN THE TEXT",10,1,0.1
"863","38229871","UPPER CONFIDENCE INTERVAL","NOT PROVIDED IN THE TEXT",10,1,0.1
"864","38229871","P-VALUE","NOT PROVIDED IN THE TEXT",10,1,0.1
"865","31617930","MAJOR RESULTS","PARTICIPANTS WITH PATERNAL OR MATERNAL HISTORY OF DEMENTIA, MORE YEARS OF EDUCATION, AND EARLIER RETROSPECTIVE AAO HAD EARLIER-THAN-EXPECTED INTERGENERATIONAL AAO OF AD, WHILE HISTORY OF HYPERTENSION AND SPECIFIC GENETIC FACTORS WERE ASSOCIATED WITH LATER-THAN-EXPECTED INTERGENERATIONAL AAO.",10,1,0.1
"866","29574441","MAJOR RESULTS","DIET AND INSULIN SENSITIVITY EXPLAINED VARIABILITY IN BRAIN CORTICAL THICKNESS IN MIDDLE-AGED ADULTS; MRI-BASED LIMBIC STRUCTURES CORRELATED WITH MEMORY PERFORMANCE; INTELLECTUAL ACTIVITY AND BMI IMPACTED COGNITIVE PERFORMANCE.",10,1,0.1
"867","37203319","COVARIATE DEFINITIONS IN MAINTEXT","N",10,2,0.2
"868","37203319","MAJOR RESULTS","FACTORS SIGNIFICANTLY ASSOCIATED WITH HIGHER MORTALITY INCLUDED AGE, ARTERIAL HYPERTENSION, CHRONIC RENAL FAILURE, DEMENTIA, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, HEART FAILURE, PRIOR STROKE, CHARLSON INDEX, AND SPECIFIC EPIDEMIOLOGICAL WAVES. GLUCOCORTICOID TREATMENT WAS IDENTIFIED AS A PROTECTIVE FACTOR.",10,1,0.1
"869","30180830","STUDY DESIGN","OBSERVATIONAL STUDY WITH LONGITUDINAL FOLLOW-UP",10,1,0.1
"870","30180830","MAJOR RESULTS","INCREASED PHYSICAL FITNESS AT AGE 79 DID NOT REDUCE THE RISK FOR SUBSEQUENT DEMENTIA. APOE Ε4 ALLELE WAS AN IMPORTANT PREDICTOR FOR DEMENTIA.",10,1,0.1
"871","36699985","MAJOR RESULTS","FOUR BASIC CARE NEEDS WERE IDENTIFIED AS SOCIAL RESOURCES REFERRAL AND LEGAL SUPPORT WERE HIGHLIGHTED.",10,1,0.1
"872","34176293","MAJOR RESULTS","INDIVIDUALS IN THE HIGHEST BPV TERTILE HAD AN INCREASED RISK OF INCIDENT DEMENTIA AND COGNITIVE DECLINE, WITH MEN SHOWING A HIGHER RISK OF DEMENTIA COMPARED TO WOMEN.",10,1,0.1
"873","37711969","MAJOR RESULTS","HIGH SYSTOLIC AND DIASTOLIC SHORT- AND MID-TERM BLOOD PRESSURE VARIABILITY WERE ASSOCIATED WITH POORER COGNITIVE FUNCTIONING, INDEPENDENT OF MEAN BP. HIGHER BPV LINKED TO ATTENTION DEFICITS, PSYCHOMOTOR SPEED IMPAIRMENTS, AND EXECUTIVE FUNCTION DECLINE. CIRCADIAN BP PATTERNS HAD NO SIGNIFICANT RELATION TO COGNITION. SYSTOLIC BPV ASSOCIATED WITH HIGHER ARTERIAL STIFFNESS, WHILE DIASTOLIC BPV LINKED WITH LOWER ARTERIAL STIFFNESS. NO SIGNIFICANT BPV-PULSATILITY ASSOCIATIONS FOUND.",10,1,0.1
"874","37711969","EFFECT SIZE","-",10,1,0.1
"875","37711969","LOWER CONFIDENCE INTERVAL","-",10,1,0.1
"876","37711969","UPPER CONFIDENCE INTERVAL","-",10,1,0.1
"877","37711969","P-VALUE","-",10,1,0.1
"878","35897033","MAJOR RESULTS","FIVE RISK FACTORS ASSOCIATED WITH GCS(Z) < ZERO WERE IDENTIFIED IN THE MULTIVARIATE LOGISTIC REGRESSION MODELS.",10,1,0.1
"879","35897033","EFFECT SIZE","0.75",10,1,0.1
"880","35897033","LOWER CONFIDENCE INTERVAL","0.60",10,1,0.1
"881","35897033","UPPER CONFIDENCE INTERVAL","0.90",10,1,0.1
"882","35897033","P-VALUE","0.02",10,1,0.1
"883","35533660","STUDY DESIGN","POISSON REGRESSION MODEL FOR PRIMARY ANALYSIS, ORDINAL REGRESSION MODEL FOR SECONDARY ANALYSIS",10,1,0.1
"884","35533660","POPULATION SIZE","21,920 FOR PRIMARY ANALYSIS, 12,694 FOR SECONDARY ANALYSIS",10,1,0.1
"885","35533660","MAJOR RESULTS","PSYCHOSOCIAL VARIABLES LIKE DEPRESSION, PERCEIVED SOCIAL STATUS, AND PERSONALITY TRAITS SHOWED A CONSISTENT ASSOCIATION WITH SCD. GREATER SCD-RELATED WORRY WAS ASSOCIATED WITH SPECIFIC PERSONALITY TRAITS, DEPRESSION, AGE, GENDER, AND SEXUALITY.",10,1,0.1
"886","34872609","MAJOR RESULTS","EACH 1-DM INCREASE IN HEIGHT WAS ASSOCIATED WITH A 37% DECREASE IN THE PREVALENCE OF COGNITIVE IMPAIRMENT IN ELDERLY MEN. NO SIGNIFICANT ASSOCIATION FOUND IN ELDERLY WOMEN.",10,1,0.1
"887","34872609","UPPER CONFIDENCE INTERVAL","0.73",10,1,0.1
"888","34872609","P-VALUE","NOT PROVIDED",10,1,0.1
"889","38443972","P-VALUE","NOT PROVIDED",10,1,0.1
"890","37079031","MAJOR RESULTS","MACULAR THICKNESS SIGNIFICANTLY ASSOCIATED WITH MOCA SCORES IN MANIFEST HUNTINGTON'S DISEASE PATIENTS.",10,1,0.1
"891","37079031","EFFECT SIZE","N/A",10,2,0.2
"892","37079031","LOWER CONFIDENCE INTERVAL","N/A",10,2,0.2
"893","37079031","UPPER CONFIDENCE INTERVAL","N/A",10,2,0.2
"894","37079031","P-VALUE","N/A",10,2,0.2
"895","36265125","MAJOR RESULTS","THE STUDY FOUND HIGHER COVID-19 INFECTION RATES FOR VARIOUS COMORBIDITIES SUCH AS PULMONARY DISEASE, DEMENTIA, GASTROINTESTINAL DISEASE, STROKE, HEPATOBILIARY DISEASE, DIABETES MELLITUS, AND CARDIOVASCULAR DISEASE. CONVERSELY, LOWER INFECTION RATES WERE OBSERVED FOR HYPERLIPIDEMIA, AUTOIMMUNE DISEASE, AND CANCER. SEVERE CLINICAL OUTCOMES WERE ASSOCIATED WITH KIDNEY DISEASE, HYPERTENSION, DEMENTIA, CANCER, AND OTHER CONDITIONS.",10,1,0.1
"896","35102219","MAJOR RESULTS","LOSS OF LONGITUDINAL INCREASE IN SYSTOLIC BLOOD PRESSURE WAS INDEPENDENTLY ASSOCIATED WITH HIGHER RISK OF INCIDENT DEMENTIA.",10,1,0.1
"897","33839636","MAJOR RESULTS","THE MOST FREQUENT MEDICAL ANTECEDENTS WERE NEUROLOGICAL PATHOLOGY AND HYPERTENSION. MAIN REASONS FOR CONSULTATION INCLUDED DETERIORATION IN GENERAL CONDITION, DYSPNEA, DECREASED LEVEL OF CONSCIOUSNESS, AND FEVER. POLYPHARMACY, ESPECIALLY DIURETICS, BENZODIAZEPINES, OR HYPNOTICS, WAS NOTED. URINARY AND RESPIRATORY INFECTIONS PLAYED A SIGNIFICANT ROLE IN DELIRIUM.",10,1,0.1
"898","34611033","MAJOR RESULTS","MALE GENDER, STROKE SEVERITY, ADL SEVERITY ON FOLLOW-UP, AND MTLA ARE SIGNIFICANT PREDICTORS OF POOR PARTICIPATION RESTRICTION AFTER ACUTE ISCHEMIC STROKE.",10,1,0.1
"899","33126696","MAJOR RESULTS","DEPRESSION WAS ASSOCIATED WITH INCREASED RISK OF DEMENTIA, ESPECIALLY AD. DIABETES MELLITUS ALSO INCREASED DEMENTIA RISK. TREATED DYSLIPIDEMIA REDUCED DEMENTIA RISK.",10,1,0.1
"900","33126696","EFFECT SIZE","2.6",10,1,0.1
"901","33126696","LOWER CONFIDENCE INTERVAL","1.05",10,2,0.2
"902","33126696","UPPER CONFIDENCE INTERVAL","6.3",10,2,0.2
"903","33126696","P-VALUE","0.05",10,1,0.1
"904","33798213","MAJOR RESULTS","HIGH BPV PRESENT IN ONE SIXTH OF NON-HYPERTENSIVE ADULTS AND ONE THIRD OF HYPERTENSIVE INDIVIDUALS, MORE COMMON IN OLDER INDIVIDUALS WITH COMORBIDITIES.",10,1,0.1
"905","33798213","EFFECT SIZE","NA",10,1,0.1
"906","33798213","LOWER CONFIDENCE INTERVAL","NA",10,1,0.1
"907","33798213","UPPER CONFIDENCE INTERVAL","NA",10,1,0.1
"908","31444142","MAJOR RESULTS","HIGHER BLOOD PRESSURE IN MIDLIFE ASSOCIATED WITH GREATER CEREBRAL SMALL VESSEL DISEASE BURDEN AND SMALLER WHOLE-BRAIN AND HIPPOCAMPAL VOLUMES AT AROUND 70 YEARS OF AGE. NO EVIDENCE THAT BLOOD PRESSURE OR CHANGES AFFECT AMYLOID STATUS.",10,1,0.1
"909","31444142","EFFECT SIZE","VARIES ACROSS DIFFERENT ANALYSES",10,1,0.1
"910","31444142","LOWER CONFIDENCE INTERVAL","VARIES ACROSS DIFFERENT ANALYSES",10,1,0.1
"911","31444142","UPPER CONFIDENCE INTERVAL","VARIES ACROSS DIFFERENT ANALYSES",10,1,0.1
"912","31444142","P-VALUE","VARIES ACROSS DIFFERENT ANALYSES",10,1,0.1
"913","33067992","MAJOR RESULTS","METABOLIC SYNDROME PARTICIPANTS HAD LOWER CONSORTIUM TO ESTABLISH A REGISTRY FOR ALZHEIMER’S DISEASE NEUROPSYCHOLOGICAL BATTERY TOTAL SCORE, WITH BETTER PREDICTION BY METABOLIC SYNDROME SEVERITY SCORE.",10,1,0.1
"914","33067992","P-VALUE","<.001",10,1,0.1
"915","33767305","POPULATION SIZE","111 EYES OF 86 HEALTHY JAPANESE INDIVIDUALS",10,1,0.1
"916","33767305","MAJOR RESULTS","SEVERAL LSFG PARAMETERS SIGNIFICANTLY CORRELATED WITH SYSTEMIC AND OCULAR FACTORS, SUGGESTING POTENTIAL IMPLICATIONS FOR OCULAR CIRCULATION ASSESSMENT.",10,1,0.1
"917","36389342","EFFECT SIZE","0.75",10,2,0.2
"918","36389342","LOWER CONFIDENCE INTERVAL","0.60",10,1,0.1
"919","36389342","UPPER CONFIDENCE INTERVAL","0.90",10,1,0.1
"920","36389342","P-VALUE","0.02",10,1,0.1
"921","30368247","MAJOR RESULTS","INDIVIDUALS WITH HIGHER VARIABILITY OF METABOLIC PARAMETERS WERE AT HIGHER RISK OF FUTURE DEMENTIA. A LINEAR ASSOCIATION WAS OBSERVED BETWEEN THE NUMBER OF PARAMETERS WITH HIGH VARIABILITY AND THE RISK OF DEMENTIA.",10,1,0.1
"922","37441712","MAJOR RESULTS","PATIENTS WITH HIGHER SEVERITY CADASIL GRADES HAD INCREASED VASCULAR RISK FACTORS AND WERE INDEPENDENTLY ASSOCIATED WITH HYPERTENSION AND DIABETES.",10,1,0.1
"923","33655975","STUDY DESIGN","COHORT-BASED CROSS-SECTIONAL STUDY",10,1,0.1
"924","33655975","MAJOR RESULTS","BMI, FMI, AND TFMI SHOWED POSITIVE LINEAR CORRELATION WITH COGNITIVE FUNCTIONS IN MALES, WHILE FFMI SHOWED NO SIGNIFICANT CORRELATION. RESULTS VARIED BY SEX.",10,1,0.1
"925","33655975","EFFECT SIZE","CORRELATION COEFFICIENTS FOR BMI, FMI, AND TFMI WITH COGNITIVE FUNCTIONS",10,1,0.1
"926","33655975","LOWER CONFIDENCE INTERVAL","VARIES BY CORRELATION COEFFICIENT",10,1,0.1
"927","33655975","UPPER CONFIDENCE INTERVAL","VARIES BY CORRELATION COEFFICIENT",10,1,0.1
"928","33655975","P-VALUE","0.002",10,1,0.1
"929","37830725","MAJOR RESULTS","LOW LEVELS OF PHYSICAL FITNESS AND HIGH METABOLIC AND CARDIOVASCULAR MARKERS WERE OBSERVED IN THE PARTICIPANTS. FUNCTIONAL AND NEUROMUSCULAR ABILITY WERE ASSOCIATED WITH QUALITY OF LIFE.",10,1,0.1
"930","37698858","MAJOR RESULTS","UNTREATED HYPERTENSION ASSOCIATED WITH A 42% INCREASED RISK OF DEMENTIA COMPARED WITH HEALTHY CONTROLS. TREATED HYPERTENSION SHOWED NO SIGNIFICANT INCREASED DEMENTIA RISK COMPARED WITH HEALTHY CONTROLS.",10,1,0.1
"931","37698858","EFFECT SIZE","1.42 FOR UNTREATED HYPERTENSION",10,1,0.1
"932","38229871","POPULATION SIZE","NOT PROVIDED",10,1,0.1
"933","38229871","EFFECT SIZE","N/A",10,1,0.1
"934","38229871","LOWER CONFIDENCE INTERVAL","N/A",10,1,0.1
"935","38229871","UPPER CONFIDENCE INTERVAL","N/A",10,1,0.1
"936","38229871","P-VALUE","N/A",10,1,0.1
